,0
0,5.446007733011233
1,5.153200501977298
2,5.278478797254429
3,5.446405378360522
4,5.502645388286014
5,5.67007588894736
6,5.094098188771047
7,5.288650177372862
8,5.428077182481031
9,5.187766289044693
