,0
0,3.4759507044391613
1,3.5683457838413513
2,3.5216244847310314
3,3.366961524663025
4,3.82214190082445
5,3.51087389613292
6,3.6292075719913597
7,3.281724333543607
8,3.329529818041138
9,3.4900164211777196
