,0
0,0.4902490357506282
1,0.4824174056730949
2,0.5243761343509455
3,0.49578955388029744
4,0.504659263119096
5,0.4836774086916467
6,0.470435557656392
7,0.46385183654887663
8,0.4898696641853534
9,0.47661768780715796
