,0
0,6.388618760947714
1,261.4798998540473
2,254.27546350714903
3,130.5030640234207
4,181.65928603200894
5,6.698160882884199
6,6.1100758386419365
7,6.60843894140949
8,232.05531584813346
9,33.33142744559631
