,0
0,135.69317806777107
1,130.7162229620717
2,123.46428198954432
3,126.43862800943376
4,127.50422558522443
5,132.42806652931063
6,126.39682827512172
7,116.81289357803041
8,130.6486146897685
9,125.26835124710804
