,0
0,230.07188381686333
1,175.82161585170434
2,180.74996186371558
3,120.40695607185299
4,182.9055797167231
5,175.14673631472868
6,245.67615395318902
7,149.37072886066812
8,209.22266692332596
9,219.54085957325879
