,0
0,190.16709445117246
1,727.4488686753725
2,32.03415188069216
3,208.76613452028982
4,317.61813774590865
5,147.258512854026
6,1246.1809570998682
7,48.63105435254321
8,695.0073670339775
9,715.7848870719929
