,0
0,360.68611696905634
1,319.90903217948727
2,275.49428285357914
3,300.2208711562962
4,334.8447797641919
5,342.02048197405213
6,324.47612903183716
7,308.4553344273418
8,319.72660430276517
9,304.4608405376143
