,0
0,119.86924558622232
1,100.71276886367004
2,103.08414197692817
3,105.4186091954672
4,102.92057271509657
5,112.72589825355502
6,119.81017069850326
7,106.83606326990753
8,115.40862167494913
9,104.92776761501415
