,0
0,1.8280675555959138
1,1.7579745714857908
2,1.7970578943919897
3,1.8221899914988018
4,1.7349096562415487
5,1.8617179094304073
6,1.808462831706046
7,1.726931192441669
8,1.808552441801218
9,1.7127011568129913
