,0
0,14.013903203927319
1,13.930578933866762
2,13.562856466557298
3,13.819258049801919
4,13.698888498144246
5,13.393124784651656
6,13.392114475975514
7,13.525252221980004
8,13.583876291996402
9,13.914981109730213
