,0
0,10.109602280466818
1,9.31782864655114
2,9.717444093256303
3,9.779048248882237
4,9.412820266522735
5,8.808343129860559
6,9.325790312847017
7,8.453408738294954
8,10.250106974321135
9,8.677746852324804
