,AirTemp,DewPoint,RainPrecip,SnowPrecip,SnowPrecipAccumulated,WindSpeed,AirPressure,OctalCloudCoverage,PrecipAmount,station_id,road_cond,surf_temp,snow_amount,sub_temp,air_temp,dew_point,water_amount,snow_sum,forecast_length,stn_surf_temp,stn_dew_point,radiation,shade,surf_temp_sqerror,Date Time
3365,3.4000000953674316,1.9197475910186768,0.0,-0.0,0.0,2.200000047683716,99030.0,8.0,0.0,1433,Wet,4.150000095367432,0.0,2.799999952316284,3.4000000953674316,1.899999976158142,0.15299999713897705,0.0,18,4.300000190734863,2.7300000190734863,705.1094360351562,0.0,0.02250002883374691,03/14/2019 14:00:00
3365,3.700000047683716,0.7502960562705994,0.4000000059604645,0.0,0.5170000195503235,9.899999618530273,98210.0,8.0,0.4000000059604645,1433,Wet,5.880000114440918,0.0,3.990000009536743,3.700000047683716,0.800000011920929,0.07100000232458115,0.0,18,5.800000190734863,3.0199999809265137,446.736572265625,0.0,0.006399987731128931,03/16/2019 22:00:00
3365,3.4000000953674316,0.4575903117656708,0.30000001192092896,0.0,0.15399999916553497,9.0,98350.0,8.0,0.30000001192092896,1433,Wet,4.960000038146973,0.0,4.059999942779541,3.4000000953674316,0.5,0.0820000022649765,0.0,18,5.099999904632568,2.690000057220459,9.91606616973877,1.0,0.01959996297955513,03/16/2019 23:00:00
3365,3.5,1.3848876953125,0.30000001192092896,0.0,0.0,9.600000381469727,98370.0,8.0,0.30000001192092896,1433,Wet,4.409999847412109,0.0,4.130000114440918,3.5,1.399999976158142,0.16300000250339508,0.0,18,4.800000190734863,3.059999942779541,0.0,1.0,0.15210026502609253,03/17/2019 00:00:00
3365,3.0,1.2123043537139893,0.30000001192092896,0.0,0.0,8.199999809265137,98360.0,8.0,0.30000001192092896,1433,Wet,3.9800000190734863,0.0,4.130000114440918,3.0,1.2000000476837158,0.20600000023841858,0.0,18,4.699999809265137,3.119999885559082,0.0,1.0,0.518399715423584,03/17/2019 01:00:00
3365,3.0,1.5246481895446777,0.30000001192092896,0.0,0.0,8.800000190734863,98320.0,8.0,0.30000001192092896,1433,Wet,3.7799999713897705,0.0,4.239999771118164,3.0,1.5,0.20800000429153442,0.0,18,4.199999809265137,2.6600000858306885,0.0,1.0,0.1763998568058014,03/17/2019 02:00:00
3365,3.299999952316284,1.9752345085144043,0.4000000059604645,0.0,0.0,8.300000190734863,98350.0,8.0,0.4000000059604645,1433,Wet,3.740000009536743,0.0,4.239999771118164,3.299999952316284,2.0,0.21400000154972076,0.0,18,4.199999809265137,2.369999885559082,0.0,1.0,0.21159981191158295,03/17/2019 03:00:00
3365,2.9000000953674316,1.1137864589691162,0.30000001192092896,0.0,0.0,7.699999809265137,98420.0,8.0,0.30000001192092896,1433,Wet,3.4000000953674316,0.0,4.239999771118164,2.9000000953674316,1.100000023841858,0.21899999678134918,0.0,18,3.700000047683716,1.3899999856948853,0.0,1.0,0.0899999737739563,03/17/2019 05:00:00
3365,3.200000047683716,1.5665451288223267,0.10000000149011612,0.0,0.0,7.5,98430.0,8.0,0.10000000149011612,1433,Wet,3.3399999141693115,0.0,4.039999961853027,3.200000047683716,1.600000023841858,0.21299999952316284,0.0,18,3.700000047683716,1.840000033378601,0.0,1.0,0.12960009276866913,03/17/2019 06:00:00
3365,3.5999999046325684,1.8033993244171143,0.0,-0.0,0.0,7.599999904632568,98450.0,8.0,0.0,1433,Wet,3.740000009536743,0.0,4.239999771118164,3.5999999046325684,1.7999999523162842,0.0430000014603138,0.0,18,3.4000000953674316,1.7200000286102295,0.0,1.0,0.11559994518756866,03/17/2019 07:00:00
