,0
0,5.384717385263876
1,5.571166463719489
2,5.4392898995761305
3,5.381598673185197
4,5.535684332634813
5,5.396154301669511
6,5.602360348969274
7,5.41973713008198
8,5.391674849971022
9,5.568117674992243
