,0
0,2.4826649489153887
1,2.5298827696647805
2,2.5203633281072255
3,2.5293245936785005
4,2.5052846073125683
5,2.5328708172679972
6,2.5239006142840195
7,2.5355702222455947
8,2.4832223817728027
9,2.531554398848817
