,0
0,3.28158686123217
1,3.363243405854959
2,3.275453086452858
3,3.3075057593286314
4,3.3121590812607637
5,3.2638687685426873
6,3.373823337467061
7,3.3213757541561844
8,3.2627624596831906
9,3.2946088946963132
