,0
0,1.3893449423502093
1,1.4127847385873415
2,1.4056705505278915
3,1.3992990351439967
4,1.409816236218174
5,1.4087213524907982
6,1.4071268518046445
7,1.409744493965364
8,1.4305898153802996
9,1.4187214212115933
