,0
0,21965.210161446837
1,1028.1067841697327
2,56811.45447930735
3,25613.667097451573
4,2437.1785335109917
5,46299.479241701236
6,12347.741011403476
7,1553.2333124593113
8,20512.092974282314
9,16156.29434571133
