,0
0,52.314016145196646
1,57.444947802033134
2,47.83967708515163
3,61.4410981924017
4,51.232719910235176
5,63.418535010025344
6,54.153031471479224
7,52.161549096168905
8,56.02346195182276
9,53.061784752284765
