,0
0,77.2130574731482
1,80.25276746196357
2,81.73794648870246
3,71.34028683309917
4,67.3377158251982
5,71.69691596642684
6,74.48394718128448
7,66.41090897477818
8,76.8988253861937
9,66.89452147312714
