,0
0,8.200014538108057
1,54.48554965983125
2,86.04214151978971
3,11.221405698067045
4,13.32156310040116
5,49.6896189269696
6,10.218464964681727
7,27.337306453384937
8,10.215682911759314
9,31.553812108860242
