,0
0,23.566962342153605
1,24.651077480346505
2,24.04883568425903
3,22.4685104017242
4,24.0526884671111
5,23.46069011157397
6,23.39622876465653
7,24.79921018242518
8,22.941884733056995
9,22.416998772026727
