,0
0,1.38039515343249
1,1.4353892876944554
2,1.2660325066020988
3,1.2664398145764237
4,1.114120053683758
5,1.4587558760434454
6,1.2893091579126508
7,1.4620417887659185
8,1.094686364036662
9,1.2857987412188032
