,0
0,70.0417955347574
1,74.59408059620209
2,73.21316028868017
3,72.33620055834847
4,71.88005601688239
5,72.53471993481712
6,69.4540637129615
7,72.45664437912974
8,70.85960636312825
9,71.30946023197477
