,0
0,36.45888498491911
1,36.5390747463031
2,36.058239724975884
3,36.36101751604846
4,36.66654146114569
5,37.424814188210696
6,36.7433081778199
7,36.90152555411374
8,36.70349572094582
9,36.91330477318344
