,0
0,217.11525586596704
1,218.7015511281617
2,217.76619470959943
3,220.10687210053877
4,219.10289448885024
5,217.88667472706106
6,218.62536494903347
7,226.9263986865747
8,223.4289537318493
9,216.5674226199216
