,0
0,140.37768728247985
1,140.60408022554307
2,139.5881778917659
3,140.73799031773632
4,140.38315912411224
5,143.5991794537329
6,140.1070441203405
7,141.0922209393349
8,139.00377657806717
9,141.2437621693644
