,0
0,168.22314755925498
1,166.63548980716112
2,156.72971812100337
3,165.34573537848465
4,151.1370950063068
5,165.35793772609193
6,162.45254714881804
7,166.0051124799034
8,165.08471445034547
9,163.5979645647622
