,0
0,21.910974225837155
1,17.271872324621228
2,17.454043317293234
3,16.513945030388975
4,17.87072746905639
5,19.068051890111544
6,20.98492074822112
7,19.135675983356926
8,17.424810759481424
9,19.684672803806173
