,0
0,2.4472001612558194
1,2.5310245239512157
2,2.461828682105264
3,2.4948269495888216
4,2.4730579865305313
5,2.4506569943315837
6,2.527538473491726
7,2.5057386876911787
8,2.5234186404408185
9,2.4713432232638914
