,0
0,53.21565891641386
1,63.98511436138011
2,63.59785831370667
3,62.27771656096702
4,63.37806225670384
5,64.57481962898902
6,57.898402293821704
7,59.768205605841985
8,64.1389761393977
9,65.27922897215012
