,AirTemp,DewPoint,RainPrecip,SnowPrecip,SnowPrecipAccumulated,WindSpeed,AirPressure,OctalCloudCoverage,PrecipAmount,station_id,road_cond,surf_temp,snow_amount,sub_temp,air_temp,dew_point,water_amount,snow_sum,forecast_length,stn_surf_temp,stn_dew_point,radiation,shade,surf_temp_sqerror,Date Time
3371,12.300000190734863,7.40433406829834,0.0,0.0,0.0,11.0,102130.0,5.0,0.0,1419,Dry,15.039999961853027,0.0,5.519999980926514,12.100000381469727,7.5,0.0,0.0,6,16.399999618530273,7.96999979019165,802.0643920898438,0.0,1.8495991230010986,09/29/2018 05:00:00
3371,12.5,6.547843933105469,0.0,0.0,0.0,10.100000381469727,102090.0,5.0,0.0,1419,Dry,15.6899995803833,0.0,5.510000228881836,12.300000190734863,6.599999904632568,0.0,0.0,6,17.5,7.989999771118164,791.719482421875,0.0,3.276101589202881,09/29/2018 06:00:00
3371,12.600000381469727,5.979795455932617,0.0,-0.0,0.0,9.800000190734863,102020.0,4.0,0.0,1419,Dry,17.09000015258789,0.0,9.390000343322754,12.899999618530273,6.199999809265137,0.0,0.0,6,17.200000762939453,7.309999942779541,755.9622192382812,0.0,0.012100134044885635,09/29/2018 07:00:00
3371,12.699999809265137,5.847179889678955,0.0,-0.0,0.0,10.0,101900.0,6.0,0.0,1419,Dry,15.8100004196167,0.0,8.880000114440918,12.699999809265137,6.099999904632568,0.0,0.0,6,15.199999809265137,8.350000381469727,681.6296997070312,0.0,0.37210074067115784,09/29/2018 08:00:00
3371,12.699999809265137,6.520099639892578,0.0,-0.0,0.0,10.600000381469727,101810.0,8.0,0.0,1419,Dry,14.59000015258789,0.0,8.380000114440918,12.699999809265137,6.699999809265137,0.0,0.0,6,14.399999618530273,7.010000228881836,532.4869995117188,0.0,0.036100201308727264,09/29/2018 09:00:00
3353,12.899999618530273,7.357832431793213,0.0,-0.0,0.0,11.600000381469727,101700.0,8.0,0.0,1419,Dry,13.550000190734863,0.0,7.809999942779541,13.0,7.5,0.0,0.0,6,13.399999618530273,7.630000114440918,212.2911376953125,0.5,0.0225001722574234,09/29/2018 10:00:00
3353,12.800000190734863,7.262212753295898,0.0,-0.0,0.0,12.0,101610.0,8.0,0.0,1419,Dry,13.720000267028809,0.0,7.099999904632568,12.899999618530273,7.300000190734863,0.0,0.0,6,12.800000190734863,7.139999866485596,0.0,1.0,0.8464001417160034,09/29/2018 11:00:00
3371,12.5,7.392064571380615,0.0,-0.0,0.0,11.600000381469727,101540.0,8.0,0.0,1419,Dry,12.979999542236328,0.0,6.059999942779541,12.5,7.5,0.0,0.0,6,12.5,7.369999885559082,0.0,1.0,0.23039956390857697,09/29/2018 12:00:00
3353,12.300000190734863,7.805305480957031,0.0,0.0,0.0,11.199999809265137,101500.0,8.0,0.0,1419,Dry,12.029999732971191,0.0,5.039999961853027,12.199999809265137,8.0,0.0,0.0,6,12.300000190734863,6.929999828338623,0.0,1.0,0.07290025055408478,09/29/2018 13:00:00
3335,12.199999809265137,7.104201316833496,0.0,0.0,0.0,11.199999809265137,101450.0,8.0,0.0,1419,Dry,11.739999771118164,0.0,4.320000171661377,12.100000381469727,7.300000190734863,0.0,0.0,6,12.100000381469727,7.039999961853027,0.0,1.0,0.1296004354953766,09/29/2018 14:00:00
